id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
24.csv_Day7_11h30m,21.473707,48.29089,58.813244,61.54078,76.42872,75.98053,79.12289,82.19541,83.037224
24.csv_Day7_12h00m,21.318502,48.91413,59.401974,61.719654,76.53781,77.12244,80.17377,82.787,83.968475
24.csv_Day7_12h30m,20.032322,46.455112,58.64235,60.992455,74.85468,76.40447,78.336075,81.42365,82.8511
24.csv_Day7_13h00m,17.370234,43.404526,54.739727,57.4417,72.65917,73.73808,76.09993,79.26376,80.47275
24.csv_Day7_13h30m,14.579582,40.13955,50.840473,53.652767,69.136475,70.155304,72.17972,75.4933,76.88254
24.csv_Day7_14h00m,13.44183,34.927517,48.187946,50.727184,63.765106,65.66504,68.32816,70.513405,72.26722
24.csv_Day7_14h30m,11.512883,30.705,41.19945,42.830963,56.495453,58.57043,60.435627,63.46056,65.472534
24.csv_Day7_15h00m,8.076615,25.508327,34.432373,36.444775,48.042324,49.373604,52.11484,55.570927,57.493702
24.csv_Day7_15h30m,6.042148,21.522787,29.551426,31.646774,42.012646,43.22391,44.359314,47.11451,49.13825
24.csv_Day7_16h00m,4.311314,15.821914,22.919586,25.033432,33.514824,35.132866,35.886993,38.29195,40.028774
24.csv_Day7_16h30m,2.4263086,10.459224,16.535412,19.13949,25.496647,26.795128,27.219004,28.630075,30.312666
24.csv_Day7_17h00m,1.4601747,5.662505,9.072917,11.451023,14.881862,16.628244,16.811466,17.774515,19.32674
24.csv_Day7_17h30m,0.4902112,1.2686653,3.0886407,4.6289806,6.4904466,7.98206,7.66427,8.548104,9.37003
24.csv_Day7_18h00m,0.067631096,0.0,0.0,1.1530206,1.5269369,1.9659774,1.8792675,2.4464347,2.9765215
24.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.12398928,0.0,0.23435983,0.43490744,0.59931505
24.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.11956462,0.006441856,0.019461228,0.09674367,0.17429134
24.csv_Day7_19h30m,0.0,0.0,0.03810423,0.016247155,0.0,0.07105422,0.07356556,0.053719886,0.03641236
24.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.05924517,0.08210399,0.041236598,0.095927075
24.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.035683274,0.041574,0.079160936,0.066903606
24.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.036732756,0.0034496263,0.07323192,0.10632576,0.06615327
24.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0019332375,0.10361374,0.0743154,0.04165234,0.080478124
24.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0019229054,0.0,0.14007579,0.087849274,0.099545285
24.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.07465696,0.049037006,0.055897675,0.0532768
24.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.183789,0.10245957,0.13022159,0.0774146,0.10248885
24.csv_Day7_23h30m,0.0,0.0,0.0,0.010009846,0.0,0.0,0.104810044,0.0149604175,0.06889463
24.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0054860525,0.0,0.0,0.055516638,0.07856561
24.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.04946194,0.0,0.050454207,0.11241133,0.16256386
24.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.066637345,0.02977841,0.07929752
24.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.09400851,0.08548376,0.07567624,0.07462248,0.10406793
24.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.038006496,0.07116124,0.073142566
24.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.030819822,0.042354822,0.17713206,0.10617405,0.054444723
24.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.02832603,0.05814574,0.083128385
24.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.036400132,0.039604377,0.029236943,0.080998376
24.csv_Day8_4h00m,0.0,0.0,0.0,0.028502218,0.025763333,0.0,0.103872,0.02837471,0.05159831
24.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.05555115,0.013967935,0.103533074,0.14699504,0.08452559
24.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.021312483,0.0,0.07477633,0.081047334,0.20468971
24.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.11279547,0.0,0.4824697,0.7323299,0.8123753
24.csv_Day8_6h00m,0.0,0.12222637,0.0,0.93869895,1.6477512,2.0076766,2.3180778,2.8198683,3.489777
24.csv_Day8_6h30m,0.751686,1.2975994,2.2782083,4.6369824,6.0486517,7.8739157,8.38906,9.404153,9.863576
24.csv_Day8_7h00m,3.0465012,4.5797844,7.030237,11.221202,13.533989,15.922488,17.092148,18.952023,19.62911
24.csv_Day8_7h30m,5.779225,10.608696,14.377314,19.786034,24.330784,25.69677,27.447485,29.577963,30.421124
24.csv_Day8_8h00m,8.965881,17.769722,23.072811,29.196493,35.60984,36.5379,37.435787,39.506493,40.386303
24.csv_Day8_8h30m,12.472111,24.361029,31.37042,37.121277,45.746502,46.176132,47.153484,48.919113,49.755222
24.csv_Day8_9h00m,14.599161,30.45061,39.228367,45.384254,54.775288,55.020256,56.40458,57.81456,58.517563
24.csv_Day8_9h30m,17.451878,34.708607,44.895218,51.485386,62.793068,62.54866,64.64578,65.3985,65.97233
24.csv_Day8_10h00m,21.324486,42.524315,53.353947,59.126232,70.36491,69.18122,70.800385,71.99946,72.75669
24.csv_Day8_10h30m,20.560316,44.9362,57.127815,61.79747,75.128815,73.90151,75.70175,77.22516,77.75254
24.csv_Day8_11h00m,20.361403,44.804432,58.509537,62.07165,76.4465,76.6506,79.10812,80.94512,81.79104
24.csv_Day8_11h30m,21.14988,45.901375,58.89767,62.886684,77.617424,79.21411,81.01502,83.16529,83.57409
24.csv_Day8_12h00m,19.62803,42.81406,59.863876,62.793797,77.639595,79.86796,81.65724,83.63452,84.75088
24.csv_Day8_12h30m,19.093775,42.143593,55.83586,59.024822,74.7919,78.35755,79.69441,82.158844,83.803116
24.csv_Day8_13h00m,18.323347,39.195877,52.330555,55.48179,73.90261,76.17527,77.4842,80.1794,81.52412
24.csv_Day8_13h30m,14.007491,34.750015,47.890194,51.357437,69.28533,72.466866,73.76656,76.23987,77.88671
24.csv_Day8_14h00m,14.414589,31.574917,45.239876,47.927048,64.23198,67.637924,69.27692,71.19755,73.00663
24.csv_Day8_14h30m,11.812229,29.172518,39.243023,41.967655,56.748676,60.194416,62.124306,64.28574,66.025314
24.csv_Day8_15h00m,9.08975,24.602177,32.126797,34.95417,48.688526,52.83161,53.794758,56.392757,58.42808
24.csv_Day8_15h30m,6.4822707,19.264196,27.209625,29.791784,41.771854,44.193096,45.134724,47.641678,49.755093
24.csv_Day8_16h00m,4.623186,14.508532,20.831255,24.067217,33.916798,35.928932,36.51205,38.66665,40.873215
24.csv_Day8_16h30m,2.5145125,10.448789,15.849306,18.865303,26.289083,27.317009,27.209675,29.358276,30.92936
24.csv_Day8_17h00m,1.5931244,5.6304045,8.932916,11.52202,15.594572,17.137718,17.664295,18.384914,19.618465
24.csv_Day8_17h30m,0.47249588,1.4085698,3.2081597,4.76257,6.58873,8.12742,7.853198,9.017579,9.483789
24.csv_Day8_18h00m,0.041747652,0.19402413,0.050534442,1.3626059,1.5279704,2.0967915,2.0971584,2.5216143,3.2610283
24.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0922193,0.0,0.2870797,0.49078944,0.7153425
24.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.08607144,0.08584824,0.22436464
24.csv_Day8_19h30m,0.0,0.0,0.0,0.06552962,0.04498394,0.052222826,0.025668358,0.0962996,0.104665905
24.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.047003336,0.05056815,0.03830255,0.038656794,0.037618347
24.csv_Day8_20h30m,0.0,0.0,0.0,0.00052020326,0.0,0.11500651,0.06607956,0.07302774,0.048289534
24.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.040281653,0.052864805,0.044887427,0.035286628,0.12138709
24.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.017666884,0.10634685,0.03843227,0.023885667,0.055541497
24.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.12933354,0.082967,0.10482607,0.01644087,0.08257429
24.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.004902512,0.0,0.0092803035,0.056992058,0.06343516
24.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.11155128,0.008348353,0.017321294,0.07573849
24.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.009809431,0.04260102,0.06899876,0.069741055
25.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.05624697,0.046364803,0.1070947,0.046754755
25.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.023283154,0.026360564,0.05740174,0.046040922
25.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0028096363,0.0,0.03062157,0.052841105
25.csv_Day7_1h30m,0.0,0.0,0.0,0.039212845,0.01008237,0.035019465,0.032568164,0.04525013,0.022025326
25.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.04548741,0.0736683,0.07882108,0.07501766
25.csv_Day7_2h30m,0.0,0.0,0.0,0.02531442,0.01372638,0.03286972,0.09856649,0.04006393,0.036987957
25.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0712687,0.033621226,0.07651402
25.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.053621218,0.03142706,0.0061120056,0.013087772,0.06975636
25.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.051842023,0.0,0.024054144,0.06767179
25.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.03819691,0.0,0.07290238,0.031839915,0.034533195
25.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0033833124,0.1172105,0.06657943,0.1351001,0.16826613
25.csv_Day7_5h30m,0.0,0.0,0.0,0.07306685,0.32616243,0.0,0.39083374,0.31057435,0.2870813
25.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.253681,0.0,0.0051788236,0.2083108,0.39265156
25.csv_Day7_6h30m,0.0,0.29998595,0.0,0.0,0.34084597,0.97099215,0.48417392,0.9226955,1.3260167
25.csv_Day7_7h00m,0.50430536,1.0334107,1.1552632,1.4875501,1.3996191,2.649175,2.8910842,4.2267213,4.9808607
25.csv_Day7_7h30m,2.235379,4.324617,4.5504556,6.0829506,5.8180656,7.1116605,7.5016274,9.96351,11.30338
25.csv_Day7_8h00m,5.937155,10.938496,11.415554,13.882812,14.188104,15.056476,14.887957,17.946331,19.75579
25.csv_Day7_8h30m,9.330831,16.716236,18.56176,22.021633,22.774399,23.404049,23.526749,26.012896,27.885633
25.csv_Day7_9h00m,12.621337,23.194706,25.129211,29.485367,31.060707,31.956778,31.88528,34.10909,35.776665
25.csv_Day7_9h30m,14.996889,26.982862,30.237366,35.302185,38.43733,39.243164,39.553524,41.227875,42.928207
25.csv_Day7_10h00m,19.333633,34.223183,36.852978,42.78256,44.46613,45.436607,45.569775,47.507244,49.0978
25.csv_Day7_10h30m,20.344587,38.659122,41.29262,47.72655,49.78937,50.735893,50.734,52.655354,54.093254
25.csv_Day7_11h00m,22.073557,40.435112,45.709724,52.275116,54.426292,54.807076,54.734177,56.610325,57.85378
25.csv_Day7_11h30m,22.14457,41.74697,45.994526,52.53389,55.773434,56.72364,56.168785,58.393387,59.51565
25.csv_Day7_12h00m,22.921947,42.63118,46.288006,53.30691,55.401485,57.138695,57.144466,59.023945,60.1786
25.csv_Day7_12h30m,21.797209,40.372906,45.79344,52.471798,54.041378,56.158413,55.713478,57.891243,59.202587
25.csv_Day7_13h00m,18.366247,37.569565,42.258934,48.765514,51.22678,53.349,53.619743,55.66334,56.731827
25.csv_Day7_13h30m,16.380117,33.81637,38.09249,44.24194,47.616043,49.598682,49.737568,51.741936,52.813946
25.csv_Day7_14h00m,12.948788,30.26883,37.31754,43.114513,44.109226,45.872818,45.67035,46.943108,47.94951
25.csv_Day7_14h30m,12.511268,26.5842,31.303297,36.02919,37.760128,39.499474,38.771008,40.647087,41.859425
25.csv_Day7_15h00m,8.749082,21.748682,25.17704,29.357033,30.947006,32.13216,31.840403,33.691616,34.59673
25.csv_Day7_15h30m,6.750921,16.663696,19.55995,23.384352,23.240252,24.178545,23.93596,25.43482,26.385496
25.csv_Day7_16h00m,4.5240197,11.074193,12.790989,15.755728,15.122892,16.469019,16.530554,17.942991,18.416275
25.csv_Day7_16h30m,1.3906211,5.2438955,6.1912127,8.270609,7.5885224,8.773189,8.911966,9.64149,10.133958
25.csv_Day7_17h00m,0.5580759,1.7881976,1.9870007,3.1472578,2.315658,3.1094213,3.1690345,3.2614706,3.9223986
25.csv_Day7_17h30m,0.058351852,0.0,0.25473225,0.43376857,0.2838361,0.92170596,0.44691947,0.578917,0.74851
25.csv_Day7_18h00m,0.0,0.0,0.0,0.049697213,0.1367548,0.0,0.044366363,0.11783713,0.21645491
25.csv_Day7_18h30m,0.0,0.0,0.09577082,0.0,0.12502629,0.0,0.28295624,0.36219075,0.3445068
25.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.17667365,0.11806544,0.1448501,0.13972904,0.1980629
25.csv_Day7_19h30m,0.0,0.0,0.014822446,0.0,0.0,0.07770461,0.03241278,0.029631944,0.035598524
25.csv_Day7_20h00m,0.0,0.006014496,0.0,0.0,0.0,0.047729596,0.06528334,0.041035887,0.06147616
25.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.028292075,0.03933803,0.05152466,0.05060595
25.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.046432197,0.0,0.03789537,0.07565567,0.04647946
25.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.03154125,0.0425485,0.037393663,0.072466955
25.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.10547529,0.06927931,0.07520607
25.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.03957308,0.043459762,0.064892665,0.050582312
25.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.11237122,0.083231315,0.08951497,0.055637732,0.07933038
25.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.023020014,0.07029006,0.03112,0.064051315
25.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031025685,0.04818213
25.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.058868214,0.0738416,0.103330255
25.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.07025055,0.016195197,0.05416681
25.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.029638428,0.064584345,0.03161569,0.06177582,0.07793969
25.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.006542269,0.0,0.03584532,0.071410894,0.045402445
25.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.04225907,0.024323449,0.108408704,0.06573911,0.04132729
25.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.018794242,0.042864494,0.05815979
25.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.035662584,0.017853271,0.039519288,0.055186313
25.csv_Day8_4h00m,0.0,0.0,0.0,6.6779554e-05,0.0,0.061946325,0.07812022,0.022230998,0.043476433
25.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.02470869,0.0075805224,0.051221136,0.083090514,0.053308994
25.csv_Day8_5h00m,0.0,0.0,0.0,0.038575824,0.099078946,0.11982839,0.11783142,0.12124213,0.13744804
25.csv_Day8_5h30m,0.0,0.0,0.0,0.02947076,0.21778926,0.0,0.2542633,0.41039434,0.27098444
25.csv_Day8_6h00m,0.0,0.18757166,0.0,0.0,0.12868924,0.2103572,0.0,0.096547246,0.28236035
25.csv_Day8_6h30m,0.0,0.2393041,0.28059494,0.14599602,0.3570952,1.1324916,0.37613264,0.9788891,1.1795001
25.csv_Day8_7h00m,0.5621763,0.98811436,1.133438,1.7718475,1.5448387,2.8171978,2.4328153,3.8243814,4.558459
25.csv_Day8_7h30m,2.2006736,4.300534,4.2660027,6.017885,6.3700867,7.305265,7.438907,9.664903,11.037369
25.csv_Day8_8h00m,5.629054,10.81054,11.285112,14.198151,14.5671015,15.260003,14.636455,17.383514,19.11122
25.csv_Day8_8h30m,8.701472,16.577745,18.61999,22.143057,23.191683,23.815426,23.107077,25.553617,27.391926
25.csv_Day8_9h00m,11.206982,22.464987,25.732298,30.563015,31.803879,32.401928,31.531065,33.87415,35.618538
25.csv_Day8_9h30m,14.234813,26.314924,31.140985,36.85338,39.123985,39.73372,39.054577,40.978683,42.576145
25.csv_Day8_10h00m,19.409502,33.387314,37.646267,44.12276,44.884968,45.356293,44.822193,47.05716,48.746117
25.csv_Day8_10h30m,19.663649,37.39921,42.85902,49.757492,50.116737,50.603966,50.605377,52.546494,53.74334
25.csv_Day8_11h00m,20.198366,39.62245,47.039368,53.917915,54.411583,55.38255,54.189713,55.986443,57.235214
25.csv_Day8_11h30m,21.055256,40.416454,47.556427,54.818462,55.668404,57.419277,55.86563,58.016113,59.035336
25.csv_Day8_12h00m,20.44638,38.9294,49.52897,56.594147,56.117832,58.15309,56.554104,58.619556,59.82888
25.csv_Day8_12h30m,19.57086,38.086098,46.114613,52.860706,54.261158,57.01754,55.249687,57.429142,58.869423
25.csv_Day8_13h00m,18.790655,34.934353,42.389553,48.878036,51.61527,53.897152,52.939774,55.424347,56.480446
25.csv_Day8_13h30m,15.331513,30.321125,38.04708,44.42916,47.866123,50.662876,49.536182,51.628006,52.877995
25.csv_Day8_14h00m,14.013526,28.130686,36.546223,42.28942,43.98049,46.427406,45.086308,46.743626,48.00296
25.csv_Day8_14h30m,12.782709,25.756956,31.12025,36.450455,37.844845,40.11289,38.795273,40.298477,41.572037
25.csv_Day8_15h00m,9.113084,20.776775,24.404661,29.066677,30.917458,33.28933,31.518581,33.334324,34.580982
25.csv_Day8_15h30m,7.0100427,15.007426,18.514103,22.33175,22.848427,24.31776,23.49447,25.35504,26.658653
25.csv_Day8_16h00m,4.3898315,10.18314,11.731263,15.165609,14.983538,16.230423,15.745273,17.38554,18.687748
25.csv_Day8_16h30m,1.471025,4.963697,5.769806,8.115303,7.8634486,8.511971,8.152052,9.643503,10.393562
25.csv_Day8_17h00m,0.6760009,1.8313327,1.9621726,3.4270725,2.7378616,3.269023,3.0524647,3.4536862,3.9771085
25.csv_Day8_17h30m,0.0,0.0,0.26135987,0.57514864,0.18616173,0.81149364,0.14163172,0.6679657,0.7070251
25.csv_Day8_18h00m,0.0,0.0,0.0,0.10354548,0.0,0.045605496,0.082179844,0.10380358,0.29216442
25.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.06684691,0.0,0.2526104,0.3399336,0.3049056
25.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.054427594,0.14731087,0.1218953,0.22679824
25.csv_Day8_19h30m,0.0,0.0,0.0,0.018195266,0.0,0.083953165,0.014231516,0.06704278,0.083090074
25.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.020954976,0.029258015,0.026235683,0.037186466,0.028354494
25.csv_Day8_20h30m,0.0,0.0,0.0,0.020984318,0.0,0.0627676,0.035463918,0.05730997,0.041396465
25.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0017260443,0.029282868,0.028234158,0.023644334,0.09306461
25.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.08089114,0.024584852,0.01789856,0.034971323
25.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.052619334,0.05078576,0.06369111,0.013640298,0.0733283
25.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.018618373,0.038924094,0.038884632
25.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.053335674,0.0,0.013280569,0.047910973
25.csv_Day8_23h30m,0.0,0.0,0.0,0.00041937456,0.0,0.0061444826,0.03211295,0.046420872,0.0550239
26.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.08855726,0.06904957,0.15350896,0.098537445
26.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.052690044,0.06636973,0.12745659,0.08964891
26.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.020089509,0.0073870644,0.0,0.07992625,0.07592479
26.csv_Day7_1h30m,0.0,0.0,0.0,0.021603191,0.014259888,0.11611366,0.043163627,0.0893137,0.027919373
26.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.06729388,0.094195396,0.109500736,0.1610018
26.csv_Day7_2h30m,0.0,0.0,0.09513698,0.0,0.019609846,0.004675083,0.18374017,0.023016766,0.07516681
26.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.13986544,0.055257346,0.1351712
26.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.09465559,0.035768483,0.0,0.016247086,0.1223249
26.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.06327374,0.06617835,0.082442865,0.110971585
26.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.037508357,0.0,0.14995515,0.070944645,0.03909163
26.csv_Day7_5h00m,0.26673022,0.3460298,0.45586807,0.5219997,1.5146458,2.1423242,2.3986068,3.016196,3.327382
26.csv_Day7_5h30m,1.4457386,6.6152377,6.3368726,7.17642,7.8649774,8.155374,9.17387,9.909326,10.897638
26.csv_Day7_6h00m,9.309411,16.498528,15.192823,15.711966,16.407547,16.450853,17.393671,18.909302,20.51509
26.csv_Day7_6h30m,15.498822,25.403915,24.219915,25.033222,25.103334,26.034845,25.78808,27.878794,29.503366
26.csv_Day7_7h00m,21.800234,33.433887,32.487755,34.17579,33.855576,34.947266,35.190346,37.32578,39.049885
26.csv_Day7_7h30m,27.613756,40.240997,40.92236,43.642666,42.997005,44.23375,44.69962,47.089993,48.777077
26.csv_Day7_8h00m,30.93964,46.88348,48.794384,53.017036,52.604633,53.157383,53.193764,56.058403,57.9383
26.csv_Day7_8h30m,37.377964,54.15427,56.403835,62.012962,61.077255,61.090794,62.18148,65.08827,66.50536
26.csv_Day7_9h00m,38.12666,58.03387,61.688644,68.56907,68.68349,69.06617,70.003845,73.52746,74.708725
26.csv_Day7_9h30m,42.165405,62.166786,66.36779,74.29809,75.30051,74.99094,76.4401,80.26998,81.32784
26.csv_Day7_10h00m,37.721428,63.95327,68.05991,77.286,79.53789,79.539154,81.345665,85.81487,86.79897
26.csv_Day7_10h30m,35.608704,58.48987,62.39695,72.57215,79.724945,81.55953,84.09627,88.77001,89.51626
26.csv_Day7_11h00m,27.623718,52.71286,62.874504,73.88977,81.877365,83.11423,86.352905,91.71919,92.414116
26.csv_Day7_11h30m,27.721277,53.874096,61.407707,71.976555,81.98466,84.520935,87.487236,93.38645,93.649414
26.csv_Day7_12h00m,19.400213,44.372993,54.709923,66.10729,79.053246,83.372856,87.60324,93.094315,93.29295
26.csv_Day7_12h30m,16.170258,43.871304,55.09598,65.62365,77.44474,83.182785,86.27693,92.30618,92.95484
26.csv_Day7_13h00m,16.261604,41.686386,51.696743,62.19713,76.23876,80.49673,83.56643,90.10272,90.578476
26.csv_Day7_13h30m,6.9963546,36.79944,44.970474,54.68267,70.514786,74.94058,78.630264,85.065475,85.83439
26.csv_Day7_14h00m,18.690529,35.113144,46.433395,55.60678,66.05056,70.73778,75.29378,79.452324,81.07646
26.csv_Day7_14h30m,11.253543,26.912962,37.535156,45.21322,60.07358,65.504745,69.25125,74.70156,76.46819
26.csv_Day7_15h00m,10.430865,24.345978,32.751904,39.600426,51.95706,56.544853,62.366997,67.887955,69.4208
26.csv_Day7_15h30m,2.9253242,14.919237,24.19449,29.989693,45.329266,49.91828,56.2338,60.168247,62.013435
26.csv_Day7_16h00m,3.1970074,10.837991,20.036106,24.191933,37.957973,42.468224,48.56183,51.64929,53.800114
26.csv_Day7_16h30m,2.8278503,9.279592,18.485363,21.129282,31.673145,35.428143,40.635082,42.661377,45.216335
26.csv_Day7_17h00m,2.629158,5.041509,10.411182,12.378653,20.460258,24.496027,30.345823,32.49877,35.483677
26.csv_Day7_17h30m,1.3183078,4.489837,7.9246655,8.980716,14.69183,17.661415,22.044529,24.907043,26.929522
26.csv_Day7_18h00m,0.78536147,4.0429254,6.1690207,7.2084646,10.707898,12.312591,15.398313,17.3326,18.765947
26.csv_Day7_18h30m,1.0122175,1.4033897,2.5160227,2.5456107,4.9299865,5.7317147,7.87948,9.374185,10.34413
26.csv_Day7_19h00m,0.32839188,0.18436499,0.49787977,0.48210427,1.219661,1.6191039,2.094084,2.9914782,3.6278508
26.csv_Day7_19h30m,0.0,0.0,0.0,0.07048744,0.0,0.049408507,0.08407076,0.06112071,0.04741831
26.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0332945,0.10555103,0.025125463,0.12733072
26.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.035401575,0.08808824,0.08310274,0.06939244
26.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0464811,0.14693347,0.07138389,0.08126664
26.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.057815358,0.066539586,0.12719482,0.1125959,0.09511683
26.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.019211322,0.0,0.15148015,0.14982828,0.12800193
26.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.07115784,0.03648406,0.0679347,0.06931954
26.csv_Day7_23h00m,0.0,0.0,0.027670594,0.0,0.21462011,0.10389242,0.09981922,0.08779162,0.1258481
26.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.07955359,0.0,0.12018615,0.0,0.09572469
26.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0046606474,0.016774945,0.0,0.072853684,0.098421976
26.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0932909,0.16148686,0.20447953
26.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.1130084,0.062741816,0.11049495
26.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.12497956,0.07571308,0.076084234,0.06681216,0.12365533
26.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.074793085,0.08867471,0.1163953
26.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.08131796,0.2257856,0.13008839,0.07965118
26.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.03184477,0.077488914,0.09930626
26.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.04594601,0.06642191,0.041193984,0.099652186
26.csv_Day8_4h00m,0.0,0.0,0.0,0.051353157,0.06355256,0.044847406,0.122084394,0.060765818,0.09267358
26.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.017160239,0.0,0.111515865,0.19462465,0.11165211
26.csv_Day8_5h00m,0.21362248,0.5890717,0.5842575,0.8159924,1.5473305,2.0834332,2.4431784,3.0080273,3.443403
26.csv_Day8_5h30m,1.495089,6.1713557,5.888976,6.515361,7.530564,7.8619723,9.023543,10.293332,11.134211
26.csv_Day8_6h00m,7.1623225,15.938241,14.771842,15.561275,16.133545,16.724604,17.258718,19.072464,20.766422
26.csv_Day8_6h30m,12.687418,24.800972,24.439121,25.403082,25.071445,26.577572,25.91859,28.5578,30.030275
26.csv_Day8_7h00m,18.297945,32.875412,32.861176,34.804237,33.715847,35.53292,34.834255,37.442482,39.243378
26.csv_Day8_7h30m,26.44609,41.399876,41.480297,44.56179,43.78651,44.50426,44.58648,46.85166,49.041355
26.csv_Day8_8h00m,28.792019,47.7657,50.32686,55.17516,53.25522,53.85795,53.643833,56.234802,58.08284
